,Unnamed: 0,binding_site_name,enzyme_name,binding_site_ranking,mainclass,subclass,subsubclass,designation,atoms,dataset,dates,centers,uniq_fold,uniq_sub,uniq_subsub,uniq_designation
8673,8673,1,3OY3,1,2,7,10,2,1679,2020,22/09/2010,"(15.641, 7.234, 3.762)",1419,23,202,2567
8674,8674,1,3OY1,1,2,7,11,24,1432,2020,22/09/2010,"(-21.794, 9.756, -32.261)",2518,23,75,224
8675,8675,1,3OXZ,1,2,7,10,2,1491,2020,22/09/2010,"(15.332, -7.553, 16.576)",1419,23,202,2567
8676,8676,1,3OYQ,1,4,2,1,1,1683,2020,23/09/2010,"(-3.61, 4.857, 14.698)",97,57,267,46
8677,8677,1,3OYS,1,4,2,1,1,1654,2020,23/09/2010,"(-3.706, 5.246, 14.539)",97,57,267,46
8678,8678,1,3OZF,1,2,4,2,8,1800,2020,24/09/2010,"(14.004, -6.874, 19.258)",3420,46,272,2351
8679,8679,1,2XRY,1,4,1,99,3,2315,2020,24/09/2010,"(24.929, 23.51, 99.917)",4593,34,5,1372
8680,8680,1,3OZR,1,2,1,1,6,1356,2020,27/09/2010,"(-22.552, 29.56, 8.835)",2045,50,269,1674
8681,8681,1,2XSB,1,3,2,1,52,1778,2020,27/09/2010,"(9.41, 15.984, 31.128)",3441,44,178,1
8682,8682,1,3OZW,1,1,14,12,17,1694,2020,27/09/2010,"(-8.768, 36.064, -28.195)",4281,14,38,2405
8683,8683,1,3OZT,1,2,1,1,6,2161,2020,27/09/2010,"(42.583, -6.941, -3.18)",2045,50,269,1674
8684,8684,1,3OZS,1,2,1,1,6,2235,2020,27/09/2010,"(-26.911, 33.426, 3.246)",2045,50,269,1674
8685,8685,1,3P0K,1,1,8,3,2,2361,2020,29/09/2010,"(-0.0, -15.371, 0.0)",2429,17,125,1672
8686,8686,1,3P0Z,1,4,6,1,12,1525,2020,29/09/2010,"(6.691, -27.417, -17.258)",4070,45,222,1501
8687,8687,1,3P0N,1,2,4,2,30,1752,2020,29/09/2010,"(-6.446, -12.136, -12.771)",5046,46,272,1109
8688,8688,1,3P10,1,4,6,1,12,1469,2020,29/09/2010,"(20.908, -35.168, 2.74)",4070,45,222,1501
8689,8689,1,2XSH,1,1,14,12,18,2582,2020,29/09/2010,"(-13.404, -24.761, 10.187)",1613,14,38,710
8690,8690,1,3P0Q,1,2,4,2,30,1354,2020,29/09/2010,"(-16.047, -20.461, -17.637)",5046,46,272,1109
8691,8691,1,3P1D,1,2,3,1,48,1022,2020,30/09/2010,"(-26.642, 18.881, -5.675)",3226,51,54,1782
8692,8692,1,3P2H,1,7,-,-,-,1367,2020,02/10/2010,"(-2.168, 78.221, 51.9)",2290,58,168,1318
8693,8693,1,3P2E,1,2,-,-,-,1832,2020,02/10/2010,"(22.34, 23.677, 2.257)",405,5,78,2580
8694,8694,1,3P2R,1,3,-,-,-,1587,2020,03/10/2010,"(12.632, -19.735, 5.542)",3379,26,34,630
8695,8695,1,3P34,1,2,7,11,21,860,2020,04/10/2010,"(-14.399, -15.116, 17.796)",3194,23,75,2465
8696,8696,1,3P36,1,2,7,11,21,944,2020,04/10/2010,"(-3.825, -5.603, 27.512)",3194,23,75,2465
8697,8697,1,3P2Z,1,2,7,11,21,1025,2020,04/10/2010,"(10.592, 13.226, 18.463)",3194,23,75,2465
8698,8698,1,3P3N,1,1,14,11,16,1595,2020,05/10/2010,"(40.39, 45.798, 36.986)",3111,14,9,398
8699,8699,1,3P47,1,2,3,1,30,2684,2020,06/10/2010,"(-0.0, 0.0, -10.564)",5336,51,54,2861
8700,8700,1,3P4V,1,4,2,1,1,1524,2020,07/10/2010,"(18.048, 7.473, 13.756)",97,57,267,46
8701,8701,1,3AOX,1,2,7,10,1,1269,2020,08/10/2010,"(-23.601, 9.078, -7.242)",5352,23,202,752
8702,8702,1,3P5A,1,4,2,1,1,1811,2020,08/10/2010,"(-5.251, 2.881, 15.029)",97,57,267,46
8703,8703,1,3P58,1,4,2,1,1,1875,2020,08/10/2010,"(-5.066, 1.848, 13.756)",97,57,267,46
8704,8704,1,3P5L,1,4,2,1,1,1740,2020,08/10/2010,"(-3.993, 4.412, 13.991)",97,57,267,46
8705,8705,1,2XTI,1,6,1,1,4,2308,2020,10/10/2010,"(8.969, -12.813, 51.508)",13,2,127,1309
8706,8706,1,2XTK,1,3,2,1,14,2010,2020,11/10/2010,"(19.948, 42.109, 69.747)",4379,44,178,194
8707,8707,1,3P67,1,1,6,99,1,2095,2020,11/10/2010,"(-3.765, -9.398, 19.805)",599,28,270,1300
8708,8708,1,2XTM,1,3,-,-,-,1625,2020,11/10/2010,"(-10.307, -0.554, -26.882)",5340,26,34,630
8709,8709,1,2XTN,1,3,-,-,-,1153,2020,11/10/2010,"(4.779, 15.858, 22.273)",5340,26,34,630
8710,8710,1,3P62,1,1,6,99,1,2071,2020,11/10/2010,"(25.384, 25.379, 19.44)",599,28,270,1300
8711,8711,1,3P7N,1,2,-,-,-,1508,2020,12/10/2010,"(7.37, -10.438, 48.597)",3477,5,78,2580
8712,8712,1,2XTS,1,1,8,2,1,2483,2020,12/10/2010,"(39.754, 77.557, 13.336)",960,17,164,1255
8713,8713,1,3P76,1,3,5,1,-,1295,2020,12/10/2010,"(-9.078, 18.912, -7.534)",1289,21,273,186
8714,8714,1,3P74,1,1,6,99,1,2086,2020,12/10/2010,"(-4.229, -9.12, 19.557)",599,28,270,1300
8715,8715,1,3P82,1,1,6,99,1,2126,2020,13/10/2010,"(-4.04, -9.051, 18.935)",599,28,270,1300
8716,8716,1,3P8G,1,3,4,21,109,1507,2020,13/10/2010,"(13.873, 11.549, 24.841)",5486,24,158,2795
8717,8717,1,3P81,1,1,6,99,1,2080,2020,13/10/2010,"(23.669, 10.295, 23.281)",599,28,270,1300
8718,8718,1,3P7Y,1,1,6,99,1,2074,2020,13/10/2010,"(23.99, 10.688, 24.642)",599,28,270,1300
8719,8719,1,3P80,1,1,6,99,1,2049,2020,13/10/2010,"(5.218, -11.15, -21.015)",599,28,270,1300
8720,8720,1,3P8P,1,3,5,3,18,1698,2020,14/10/2010,"(-2.956, -3.36, 18.953)",4133,21,249,736
8721,8721,1,3P8O,1,3,4,21,98,1000,2020,14/10/2010,"(39.658, 47.248, 5.879)",2157,24,158,522
8722,8722,1,3P8N,1,3,4,21,98,1008,2020,14/10/2010,"(39.591, 46.918, 5.82)",2157,24,158,522
8723,8723,1,3P98,1,3,5,2,6,1539,2020,16/10/2010,"(19.2, -6.596, -17.764)",5182,21,154,2565
8724,8724,1,3P9C,1,2,1,1,6,1990,2020,17/10/2010,"(14.971, 14.971, 124.897)",149,50,269,1674
8725,8725,1,3PA4,1,2,7,11,1,1230,2020,18/10/2010,"(17.598, -2.665, 10.883)",983,23,75,1063
8726,8726,1,3PA3,1,2,7,11,1,1257,2020,18/10/2010,"(17.951, -2.67, 10.841)",983,23,75,1063
8727,8727,1,3PA5,1,2,7,11,1,1193,2020,18/10/2010,"(17.668, -2.673, 10.926)",983,23,75,1063
8728,8728,1,2XUC,1,3,2,1,14,1547,2020,18/10/2010,"(-10.144, 18.49, -2.379)",4379,44,178,194
8729,8729,1,3PA9,1,2,6,1,1,2558,2020,19/10/2010,"(24.121, -0.0, -0.0)",1415,37,80,2941
8730,8730,1,2XUE,1,1,14,11,-,1765,2020,19/10/2010,"(80.466, 35.405, 12.295)",988,14,9,2629
8731,8731,1,3PAA,1,2,6,1,1,2562,2020,19/10/2010,"(24.266, -0.0, -0.0)",1415,37,80,2941
8732,8732,1,3PB3,1,2,-,-,-,1833,2020,20/10/2010,"(10.108, 8.671, 26.14)",405,5,78,2580
8733,8733,1,3APT,1,1,5,1,20,2902,2020,20/10/2010,"(27.931, 3.777, 2.265)",4412,15,45,2321
8734,8734,1,3PBV,1,4,1,1,23,1993,2020,21/10/2010,"(-2.149, 0.109, 22.084)",1031,34,94,1034
8735,8735,1,3PC4,1,4,2,1,22,2608,2020,21/10/2010,"(0.0, 25.832, 18.782)",5393,57,267,2498
8736,8736,1,3PBW,1,4,1,1,23,2050,2020,21/10/2010,"(-2.202, 0.064, 22.107)",1031,34,94,1034
8737,8737,1,3PC0,1,4,1,1,23,2011,2020,21/10/2010,"(-2.04, 0.108, 21.993)",1031,34,94,1034
8738,8738,1,3PBU,1,4,1,1,23,1995,2020,21/10/2010,"(20.907, -0.61, 8.866)",1031,34,94,1034
8739,8739,1,3PBY,1,4,1,1,23,1991,2020,21/10/2010,"(-2.165, 0.049, 22.06)",1031,34,94,1034
8740,8740,1,3PD6,1,2,6,1,1,2421,2020,22/10/2010,"(16.388, 16.33, 39.801)",1415,37,80,2941
8741,8741,1,3PD2,1,6,1,1,3,1437,2020,22/10/2010,"(9.438, 6.266, -16.083)",5375,2,127,2034
8742,8742,1,3PD4,1,6,1,1,3,1431,2020,22/10/2010,"(11.996, 4.979, -15.857)",5375,2,127,2034
8743,8743,1,3PD3,1,6,1,1,3,1414,2020,22/10/2010,"(9.37, 6.162, -16.047)",5375,2,127,2034
8744,8744,1,3PD5,1,6,1,1,3,1295,2020,22/10/2010,"(27.023, 5.138, -3.48)",5375,2,127,2034
8745,8745,1,3PDN,1,2,1,1,43,1451,2020,23/10/2010,"(16.575, 19.358, 23.121)",5227,50,269,1175
8746,8746,1,3PDT,1,2,7,11,7,1323,2020,24/10/2010,"(13.022, 3.14, 36.199)",2450,23,75,321
8747,8747,1,2XVD,1,2,7,10,1,1329,2020,25/10/2010,"(11.472, 6.972, 11.356)",2670,23,202,752
8748,8748,1,3PE2,1,2,7,11,1,1460,2020,25/10/2010,"(22.822, -29.872, 14.795)",1890,23,75,1063
8749,8749,1,3PE1,1,2,7,11,1,1466,2020,25/10/2010,"(22.817, -29.983, 14.47)",1890,23,75,1063
8750,8750,1,2XVL,1,3,2,1,-,2083,2020,26/10/2010,"(33.407, 102.521, 47.558)",517,44,178,2126
8751,8751,1,2XVN,1,3,2,1,14,1656,2020,26/10/2010,"(-13.051, 12.768, -4.947)",4379,44,178,194
8752,8752,1,2XVE,1,1,14,13,8,1698,2020,26/10/2010,"(40.182, 30.386, -16.793)",295,14,268,1699
8753,8753,1,3PFG,1,2,-,-,-,1444,2020,28/10/2010,"(-6.491, 2.984, 32.942)",5508,5,78,2580
8754,8754,1,3PFH,1,2,-,-,-,1669,2020,28/10/2010,"(-8.896, -5.159, 25.092)",5508,5,78,2580
8755,8755,1,3PFP,1,2,5,1,54,1992,2020,28/10/2010,"(7.608, 88.161, -8.442)",5103,54,159,996
8756,8756,1,3PFC,1,3,1,1,-,2320,2020,28/10/2010,"(-21.229, 0.0, -0.0)",703,63,97,2883
8757,8757,1,3PFB,1,3,1,1,-,1388,2020,28/10/2010,"(64.839, 63.664, 13.824)",703,63,97,2883
8758,8758,1,3PFW,1,1,2,1,12,2053,2020,29/10/2010,"(9.367, 58.189, -7.352)",1971,20,69,1284
8759,8759,1,3PGL,1,3,1,3,16,881,2020,02/11/2010,"(0.79, 10.178, -5.291)",5042,63,238,1026
8760,8760,1,3PHE,1,2,7,7,48,1082,2020,03/11/2010,"(32.429, 74.883, 24.685)",53,23,226,2170
8761,8761,1,2XWL,1,2,7,7,60,1441,2020,04/11/2010,"(7.33, 7.245, 18.116)",232,23,226,310
8762,8762,1,2XWM,1,2,7,7,60,1461,2020,04/11/2010,"(-30.03, 7.032, -16.587)",232,23,226,310
8763,8763,1,3PI5,1,3,4,23,46,2062,2020,05/11/2010,"(31.43, 5.866, 13.445)",2717,24,96,693
8764,8764,1,3PIJ,1,3,2,1,26,2271,2020,06/11/2010,"(25.379, 53.228, 87.918)",278,44,178,2389
8765,8765,1,3PIZ,1,2,7,10,2,1295,2020,08/11/2010,"(-17.533, 6.369, -16.927)",3217,23,202,2567
8766,8766,1,3PIU,1,4,4,1,14,2425,2020,08/11/2010,"(30.865, 0.921, 32.174)",2362,0,124,2194
8767,8767,1,3PIX,1,2,7,10,2,1297,2020,08/11/2010,"(18.614, 6.275, -2.744)",3217,23,202,2567
8768,8768,1,3PJ3,1,2,7,10,2,1335,2020,08/11/2010,"(-20.972, 6.856, -14.852)",3217,23,202,2567
8769,8769,1,3PJ2,1,2,7,10,2,1267,2020,08/11/2010,"(-17.69, 5.895, -18.161)",3217,23,202,2567
8770,8770,1,3PJ1,1,2,7,10,2,889,2020,08/11/2010,"(-33.363, -1.074, -17.871)",3217,23,202,2567
8771,8771,1,3PJC,1,2,7,10,2,1421,2020,09/11/2010,"(8.606, -5.209, 10.398)",2190,23,202,2567
8772,8772,1,3PJF,1,1,3,1,9,1730,2020,10/11/2010,"(29.536, 32.593, -224.286)",208,68,113,3015
8773,8773,1,3PJQ,1,3,2,1,18,1232,2020,10/11/2010,"(-9.037, 22.494, -1.681)",3419,44,178,1459
8774,8774,1,3PJD,1,1,3,1,9,1784,2020,10/11/2010,"(5.135, 19.632, 302.92)",208,68,113,3015
8775,8775,1,3PJE,1,1,3,1,9,1795,2020,10/11/2010,"(5.233, 19.607, 302.958)",208,68,113,3015
8776,8776,1,3PL8,1,1,1,3,10,2565,2020,14/11/2010,"(66.738, 51.937, 35.559)",4531,29,47,447
8777,8777,1,3PLN,1,1,1,1,22,1976,2020,15/11/2010,"(37.316, 18.713, 36.129)",139,29,191,802
8778,8778,1,3PLS,1,2,7,10,1,1545,2020,15/11/2010,"(30.322, 24.101, 7.137)",3152,23,202,752
8779,8779,1,3PLR,1,1,1,1,22,1790,2020,15/11/2010,"(28.192, 18.75, 45.316)",139,29,191,802
8780,8780,1,3PMF,1,3,1,31,1,921,2020,16/11/2010,"(17.735, 11.693, 0.916)",4580,63,16,706
8781,8781,1,2XYA,1,3,4,22,28,917,2020,16/11/2010,"(8.811, 28.742, 20.99)",1506,24,12,1281
8782,8782,1,2XYD,1,3,4,15,1,2674,2020,17/11/2010,"(1.629, -16.459, -21.892)",1821,24,76,322
8783,8783,1,3PNE,1,1,14,13,39,2272,2020,18/11/2010,"(16.457, 4.984, 47.748)",2189,14,268,1892
8784,8784,1,2XYQ,1,2,1,1,-,1585,2020,18/11/2010,"(46.306, 62.817, -2.624)",1718,50,269,348
8785,8785,1,3PN4,1,3,5,1,88,2195,2020,18/11/2010,"(8.173, 14.177, 71.034)",5032,21,273,2570
8786,8786,1,3PN3,1,3,5,1,88,905,2020,18/11/2010,"(2.92, 2.467, 36.768)",5032,21,273,2570
8787,8787,1,3PNF,1,1,14,13,39,2356,2020,18/11/2010,"(15.563, 3.873, 56.705)",2189,14,268,1892
8788,8788,1,3PNH,1,1,14,13,39,2264,2020,18/11/2010,"(10.602, 13.134, 44.244)",2189,14,268,1892
8789,8789,1,3PNG,1,1,14,13,39,2363,2020,18/11/2010,"(15.646, 4.252, 56.568)",2189,14,268,1892
8790,8790,1,3PN1,1,6,5,1,2,1669,2020,18/11/2010,"(111.646, 91.609, 27.635)",263,76,62,1087
8791,8791,1,2XYR,1,2,1,1,-,1575,2020,18/11/2010,"(46.229, 62.689, -2.556)",1718,50,269,348
8792,8792,1,2XYU,1,2,7,10,1,1313,2020,19/11/2010,"(4.046, 11.334, 19.562)",2670,23,202,752
8793,8793,1,2XYV,1,2,1,1,-,1548,2020,19/11/2010,"(46.388, 62.892, -2.5)",1718,50,269,348
8794,8794,1,3AQV,1,2,7,11,1,1262,2020,19/11/2010,"(-7.426, 44.54, 7.847)",3531,23,75,1063
8795,8795,1,3PO6,1,4,2,1,1,1842,2020,22/11/2010,"(-5.506, 3.314, 13.637)",97,57,267,46
8796,8796,1,3POZ,1,2,7,10,1,1644,2020,23/11/2010,"(17.417, 32.793, 11.71)",1421,23,202,752
8797,8797,1,3POT,1,2,8,4,1,2888,2020,23/11/2010,"(30.024, 37.378, -53.639)",1797,78,240,807
8798,8798,1,2XZ7,1,2,7,3,9,2138,2020,23/11/2010,"(41.75, 0.0, 23.13)",2546,23,55,781
8799,8799,1,3AR6,1,3,6,3,8,2040,2020,24/11/2010,"(37.552, -0.674, 135.596)",1842,55,248,945
8800,8800,1,3AR4,1,3,6,3,8,2019,2020,24/11/2010,"(37.51, 0.296, 137.684)",1842,55,248,945
8801,8801,1,3PP7,1,2,7,1,40,1186,2020,24/11/2010,"(29.049, 20.922, 45.317)",937,23,148,532
8802,8802,1,3AR7,1,3,6,3,8,2060,2020,24/11/2010,"(37.697, -0.847, 134.267)",1842,55,248,945
8803,8803,1,3AR5,1,3,6,3,8,2072,2020,24/11/2010,"(37.485, -0.43, 135.458)",1842,55,248,945
8804,8804,1,3AR3,1,3,6,3,8,2009,2020,24/11/2010,"(37.346, 0.382, 138.381)",1842,55,248,945
8805,8805,1,2XZ9,1,2,7,3,9,2232,2020,24/11/2010,"(27.104, -0.426, -7.63)",2546,23,55,781
8806,8806,1,3AR2,1,3,6,3,8,2185,2020,24/11/2010,"(73.364, 28.661, 61.769)",1842,55,248,945
8807,8807,1,3PPM,1,3,5,1,99,2485,2020,24/11/2010,"(38.797, -42.045, 7.619)",3358,21,273,970
8808,8808,1,3ARA,1,3,6,1,23,1487,2020,25/11/2010,"(-8.784, 15.14, 5.999)",2281,55,228,1278
8809,8809,1,2Y0I,1,1,14,11,16,1668,2020,02/12/2010,"(40.569, 45.921, 36.677)",2737,14,9,398
8810,8810,1,3PTG,1,2,7,11,24,1408,2020,02/12/2010,"(1.03, 0.143, 30.931)",5354,23,75,224
8811,8811,1,3PT9,1,2,1,1,37,1763,2020,02/12/2010,"(-15.916, 2.004, 3.518)",1851,50,269,1137
8812,8812,1,2Y0J,1,3,1,4,17,1804,2020,03/12/2010,"(-18.769, -36.677, 20.962)",5475,63,7,1583
8813,8813,1,3ARN,1,3,6,1,23,1549,2020,03/12/2010,"(7.627, 26.776, 50.529)",2281,55,228,1278
8814,8814,1,3PTY,1,2,4,2,-,1452,2020,03/12/2010,"(94.109, 0.0, 0.0)",3062,46,272,1209
8815,8815,1,3PTZ,1,1,1,1,22,2147,2020,03/12/2010,"(-25.787, 12.253, 29.813)",248,29,191,802
8816,8816,1,3PUQ,1,1,14,11,27,1404,2020,06/12/2010,"(55.113, -2.329, 47.174)",5040,14,9,2762
8817,8817,1,3PVR,1,1,14,13,-,2445,2020,07/12/2010,"(-35.09, 40.308, 7.809)",2827,14,268,285
8818,8818,1,3PVG,1,2,7,11,1,1489,2020,07/12/2010,"(23.018, 7.064, 18.244)",1890,23,75,1063
8819,8819,1,3PVK,1,3,4,23,24,1682,2020,07/12/2010,"(-20.424, 14.322, -20.272)",1739,24,96,2848
8820,8820,1,3PVT,1,1,14,13,-,2481,2020,07/12/2010,"(-37.701, 39.341, -0.25)",2827,14,268,285
8821,8821,1,3PVU,1,2,7,11,15,1581,2020,07/12/2010,"(39.156, -7.71, 53.129)",2092,23,75,456
8822,8822,1,3PW1,1,1,14,13,-,2594,2020,07/12/2010,"(-33.26, 44.357, -0.0)",2827,14,268,285
8823,8823,1,3PVY,1,1,14,13,-,2453,2020,07/12/2010,"(-37.216, 42.818, -7.858)",2827,14,268,285
8824,8824,1,3PVW,1,2,7,11,15,1598,2020,07/12/2010,"(38.691, -7.364, 53.374)",2092,23,75,456
8825,8825,1,3PWK,1,1,2,1,11,1352,2020,08/12/2010,"(-0.603, 11.812, 52.306)",26,20,69,195
8826,8826,1,3PWR,1,3,4,23,16,1399,2020,08/12/2010,"(12.552, 20.615, 17.46)",1502,24,96,1093
8827,8827,1,2Y1D,1,1,1,1,267,1806,2020,08/12/2010,"(42.87, 9.539, 22.936)",4518,29,191,1707
8828,8828,1,3PWS,1,1,2,1,11,2098,2020,08/12/2010,"(-0.094, 24.957, 46.437)",26,20,69,195
8829,8829,1,3PWD,1,2,7,11,1,1463,2020,08/12/2010,"(23.6, 7.332, 19.044)",1890,23,75,1063
8830,8830,1,2Y1G,1,1,1,1,267,1854,2020,08/12/2010,"(12.687, -3.394, 1.929)",4518,29,191,1707
8831,8831,1,2Y1F,1,1,1,1,267,1776,2020,08/12/2010,"(12.777, 6.616, -8.148)",4518,29,191,1707
8832,8832,1,3PWM,1,3,4,23,16,1445,2020,08/12/2010,"(12.578, 20.151, 17.566)",1502,24,96,1093
8833,8833,1,3PX9,1,3,2,2,22,1682,2020,09/12/2010,"(0.635, 6.012, 4.706)",581,44,177,273
8834,8834,1,3PX3,1,2,-,-,-,1663,2020,09/12/2010,"(34.325, -6.453, 25.044)",5508,5,78,2580
8835,8835,1,3PX2,1,2,-,-,-,1661,2020,09/12/2010,"(34.446, -6.19, 25.132)",5508,5,78,2580
8836,8836,1,3PX8,1,3,2,2,22,1707,2020,09/12/2010,"(1.369, 4.625, 6.289)",581,44,177,273
8837,8837,1,2Y1W,1,2,1,1,125,2021,2020,10/12/2010,"(25.934, -38.549, -76.177)",4377,50,269,616
8838,8838,1,2Y1X,1,2,1,1,125,2115,2020,10/12/2010,"(29.554, -19.257, -22.545)",4377,50,269,616
8839,8839,1,3PY5,1,7,-,-,-,2198,2020,11/12/2010,"(-0.0, -14.379, -24.632)",3502,58,168,1318
8840,8840,1,3PY6,1,7,-,-,-,2186,2020,11/12/2010,"(0.0, -14.426, -24.635)",3502,58,168,1318
8841,8841,1,3PYY,1,2,7,10,2,1734,2020,13/12/2010,"(20.377, 11.21, -18.239)",1419,23,202,2567
8842,8842,1,2Y27,1,6,2,1,30,2096,2020,13/12/2010,"(-15.079, 32.981, 5.958)",532,66,155,2940
8843,8843,1,2Y24,1,3,2,1,136,1631,2020,13/12/2010,"(40.511, -32.504, -7.762)",3621,44,178,1629
8844,8844,1,3PYX,1,1,2,1,11,1670,2020,13/12/2010,"(-0.125, 16.104, 51.474)",26,20,69,195
8845,8845,1,2Y2F,1,3,1,3,48,1426,2020,14/12/2010,"(-2.909, 12.26, -25.36)",1298,63,238,442
8846,8846,1,3PZ1,1,2,5,1,60,2247,2020,14/12/2010,"(4.006, 19.787, 27.446)",4365,54,159,88
8847,8847,1,3PZ2,1,2,5,1,60,2408,2020,14/12/2010,"(5.896, 17.58, 23.347)",4365,54,159,88
8848,8848,1,3PZ3,1,2,5,1,60,2346,2020,14/12/2010,"(4.25, 21.803, 25.667)",4365,54,159,88
8849,8849,1,3PZE,1,2,7,11,24,1501,2020,14/12/2010,"(21.577, 9.604, 31.795)",2518,23,75,224
8850,8850,1,3PZB,1,1,2,1,11,2129,2020,14/12/2010,"(1.595, 25.031, 45.669)",26,20,69,195
8851,8851,1,3Q11,1,1,2,1,11,1341,2020,16/12/2010,"(-12.972, -5.956, 4.454)",26,20,69,195
8852,8852,1,3Q14,1,1,14,13,-,2952,2020,16/12/2010,"(-9.466, -14.404, 19.15)",1364,14,268,285
8853,8853,1,2Y34,1,1,14,11,-,975,2020,18/12/2010,"(47.131, -29.763, 10.982)",5041,14,9,2629
8854,8854,1,2Y33,1,1,14,11,29,1453,2020,18/12/2010,"(-37.053, 25.644, 3.893)",5041,14,9,1912
8855,8855,1,3Q2A,1,1,14,13,-,1689,2020,19/12/2010,"(-5.523, 36.476, -24.86)",1364,14,268,285
8856,8856,1,3Q2H,1,3,4,24,-,2027,2020,20/12/2010,"(18.718, -6.657, 24.199)",5343,24,265,503
8857,8857,1,3Q2I,1,1,-,-,-,1786,2020,20/12/2010,"(10.937, 26.885, 28.779)",4259,35,245,1479
8858,8858,1,3Q2Z,1,2,5,1,21,1985,2020,21/12/2010,"(17.109, -2.446, 56.74)",3657,54,159,2399
8859,8859,1,3Q3H,1,2,-,-,-,1804,2020,21/12/2010,"(-40.098, 53.212, 1.837)",27,5,78,2580
8860,8860,1,3Q30,1,2,5,1,21,2061,2020,21/12/2010,"(17.703, -5.684, 53.965)",3657,54,159,2399
8861,8861,1,3Q3C,1,1,1,1,276,2570,2020,21/12/2010,"(23.181, 40.151, -21.08)",3245,29,191,3006
8862,8862,1,3ASX,1,2,5,1,21,1972,2020,22/12/2010,"(17.549, -2.512, 57.096)",3657,54,159,2399
8863,8863,1,3Q3O,1,1,14,13,-,2491,2020,22/12/2010,"(-10.381, 24.967, 22.649)",1364,14,268,285
8864,8864,1,3Q3K,1,3,4,21,6,1176,2020,22/12/2010,"(7.684, 6.845, 23.235)",1440,24,158,2056
8865,8865,1,3Q44,1,3,4,11,-,2608,2020,22/12/2010,"(13.607, 10.199, 14.574)",566,24,114,881
8866,8866,1,3Q3M,1,1,14,13,-,1249,2020,22/12/2010,"(33.381, 25.011, -9.793)",1364,14,268,285
8867,8867,1,3Q3N,1,1,14,13,-,1692,2020,22/12/2010,"(61.956, 35.509, -19.411)",1364,14,268,285
8868,8868,1,3Q43,1,3,4,11,-,2621,2020,22/12/2010,"(14.822, 10.766, 12.96)",566,24,114,881
8869,8869,1,3ASZ,1,2,7,1,48,1285,2020,22/12/2010,"(16.187, 1.402, -3.791)",630,23,148,2982
8870,8870,1,3AT4,1,2,7,11,1,1454,2020,23/12/2010,"(-25.777, -11.392, -25.892)",1890,23,75,1063
8871,8871,1,3Q4Z,1,2,7,11,1,1630,2020,26/12/2010,"(14.656, -15.026, 11.587)",3312,23,75,1063
8872,8872,1,3Q53,1,2,7,11,1,1477,2020,26/12/2010,"(-10.882, -33.797, 18.237)",3312,23,75,1063
8873,8873,1,3Q60,1,2,7,11,1,1909,2020,30/12/2010,"(-12.565, 13.461, -17.835)",786,23,75,1063
8874,8874,1,3Q6J,1,1,8,1,5,2290,2020,01/01/2011,"(-26.799, 4.473, 19.14)",3802,17,246,418
8875,8875,1,3Q6W,1,2,7,10,1,1403,2020,03/01/2011,"(-3.841, -5.019, -15.45)",3152,23,202,752
8876,8876,1,3Q77,1,3,4,21,37,1257,2020,04/01/2011,"(39.626, -11.871, 3.276)",4437,24,158,1308
8877,8877,1,3Q7D,1,1,14,99,1,2163,2020,04/01/2011,"(-40.429, 51.046, 22.214)",1253,14,186,1522
8878,8878,1,3Q9A,1,1,14,13,39,2284,2020,07/01/2011,"(16.536, 4.777, 47.746)",2189,14,268,1892
8879,8879,1,2Y4O,1,6,2,1,30,2320,2020,07/01/2011,"(49.488, 54.626, 70.644)",532,66,155,2940
8880,8880,1,3Q9C,1,3,-,-,-,2187,2020,07/01/2011,"(66.942, 37.554, 22.926)",3567,26,34,630
8881,8881,1,3Q9B,1,3,-,-,-,1982,2020,07/01/2011,"(64.016, 37.969, 22.035)",3567,26,34,630
8882,8882,1,2Y4J,1,2,4,1,217,2166,2020,07/01/2011,"(-64.105, 21.82, -60.767)",5276,46,193,1851
8883,8883,1,2Y4N,1,6,2,1,30,1451,2020,07/01/2011,"(-9.012, 2.475, 29.179)",532,66,155,2940
8884,8884,1,3Q9E,1,3,-,-,-,2069,2020,07/01/2011,"(65.29, 36.313, 23.378)",3567,26,34,630
8885,8885,1,3Q99,1,1,14,13,39,2259,2020,07/01/2011,"(16.704, 4.847, 47.723)",2189,14,268,1892
8886,8886,1,2Y4S,1,3,2,1,41,1401,2020,10/01/2011,"(49.305, 31.64, 33.024)",1544,44,178,2912
8887,8887,1,2Y5A,1,1,11,1,5,1623,2020,12/01/2011,"(-16.312, -2.834, -4.521)",516,73,90,657
8888,8888,1,2Y5D,1,1,2,1,3,1952,2020,12/01/2011,"(-0.424, -3.059, 20.949)",3331,20,69,1660
8889,8889,1,2Y5E,1,3,2,1,41,1572,2020,13/01/2011,"(49.788, -8.413, 6.335)",1544,44,178,2912
8890,8890,1,3ATV,1,3,6,1,3,1868,2020,13/01/2011,"(-4.34, 13.463, 15.706)",4093,55,228,2822
8891,8891,1,3ATU,1,3,6,1,3,1874,2020,13/01/2011,"(4.421, 18.388, 15.588)",4093,55,228,2822
8892,8892,1,3QBW,1,2,7,1,1,1694,2020,14/01/2011,"(13.343, 53.73, 82.345)",3497,23,148,366
8893,8893,1,2Y5K,1,3,1,3,11,1442,2020,14/01/2011,"(8.576, 59.745, 27.649)",1646,63,238,890
