enzyme_name,centers,plddt_res,plddt_atom,representative,enzyme_class,mainclass,subclass,subsubclass,designation,uniq_designation,uniq_fold,hierarchical
AF_Q9LY50,"(-15.0377, 4.0297, 25.725)",77.20646191646192,77.45257361314462,Q9S7D9,2.7.11.1,2,7,11,1,1648,3096,1
AF_B1IU17,"(0.9176, 0.8781, -11.2855)",98.1551893939394,98.19396279069768,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_Q2G1Z8,"(-14.0997, -3.5177, 14.2891)",89.49307799442897,89.54792140731665,P63983,2.7.7.7,2,7,7,7,1763,2751,2
AF_Q91VC3,"(-7.9995, 7.3922, -1.6379)",88.15029197080293,88.43207432226622,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_B2J384,"(10.3146, 2.0176, -10.3248)",94.82802139037436,94.91415031222124,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_A6L2M8,"(3.3368, -8.7054, -1.801)",95.85919008264464,95.84385532264696,Q8A2Z5,3.2.1.22,3,2,1,22,2113,2660,44
AF_Q8TUV3,"(-4.0388, -8.926, -4.7376)",90.8060806451613,90.944567224759,Q8TUV3,2.7.7.7,2,7,7,7,1763,1075,2
AF_Q8F4A2,"(2.7273, 0.514, 2.9579)",96.96506134969324,97.03211663947798,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_A9WI58,"(2.8355, 5.858, 3.8963)",97.07859188544153,97.10050505050503,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_A1DM65,"(10.8293, -1.3506, 6.633)",95.55788402848422,95.67580201649862,B6QHA9,3.2.1.23,3,2,1,23,2114,2760,53
AF_Q5BBY1,"(-9.5954, 9.8981, 3.938)",73.3203448275862,73.72912353923205,Q9SB89,3.6.4.13,3,6,4,13,2642,1901,6
AF_Q5R607,"(-20.93, -5.0554, 15.5647)",81.15824120603016,81.20141765704584,Q99PU8,3.6.4.13,3,6,4,13,2642,4695,6
AF_A8FHN9,"(1.3784, 0.2206, -10.3049)",95.629898989899,95.36775163398691,Q7NEW1,3.4.21.92,3,4,21,92,2314,1767,11
AF_Q1DP69,"(3.4236, 4.7299, 4.1487)",81.93442201834861,83.33399573661772,A3LNL1,3.6.4.13,3,6,4,13,2642,3455,6
AF_P61977,"(7.2367, 9.3587, 1.3203)",97.65938837920488,97.6621052631579,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_A0JTZ0,"(-4.5576, 2.7402, 1.6114)",95.30066225165564,95.43467639015496,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A0JTZ0,"(-4.5576, 2.7402, 1.6114)",95.30066225165564,95.43467639015496,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_P9WI73,"(25.822, -0.1166, -32.7421)",87.07885333333334,87.34059304347826,P65729,2.7.11.1,2,7,11,1,1648,1131,1
AF_Q9XDH5,"(-24.2877, 1.4655, 19.5033)",89.21683606557377,89.47728379772961,Q0A9G3,2.7.7.7,2,7,7,7,1763,1068,2
AF_P13186,"(-2.2813, 10.8594, 1.2951)",60.406896251089805,61.33178848283499,P13186,2.7.11.1,2,7,11,1,1648,5089,1
AF_A7Z5T3,"(-2.033, -2.1401, -11.4362)",97.6080303030303,97.6996976744186,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_B1MZM2,"(16.2958, -5.774, -13.9568)",85.17666666666666,85.44863604168775,A7Z368,3.6.4.12,3,6,4,12,2641,2418,0
AF_B0W2R4,"(-4.0745, -12.6593, -0.1154)",73.2891914893617,73.7552638628449,B4GAM2,3.4.19.12,3,4,19,12,2254,4814,24
AF_P54414,"(-0.1122, 1.7297, -9.0364)",89.40959798994976,90.02398293963253,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_P48966,"(-12.6658, -6.8603, 0.0069)",62.15496515679442,63.05821167073441,P30305,3.1.3.48,3,1,3,48,1978,6138,30
AF_D4QFE7,"(-9.0723, -2.414, -2.7192)",98.39982583454282,98.462295834098,C7ASJ5,3.2.1.23,3,2,1,23,2114,3710,53
AF_P36026,"(-12.5223, 1.6914, -4.8432)",71.7447559274756,72.37168325326013,P36026,3.4.19.12,3,4,19,12,2254,9407,24
AF_Q7WTB4,"(6.7798, 1.7013, 12.9572)",97.40450636942676,97.441772517321,Q02603,3.2.1.23,3,2,1,23,2114,5733,53
AF_Q8E4L6,"(5.4579, 2.1341, -8.4799)",97.25817204301076,97.30222367275891,Q5M0S7,2.1.1.45,2,1,1,45,1044,1285,26
AF_Q9FZ92,"(-14.9987, 9.426, 5.1752)",76.935,76.80529411764707,A4RK80,3.6.4.13,3,6,4,13,2642,1845,6
AF_Q97QP9,"(5.3496, -18.4709, -6.5184)",85.72501644736842,86.08375898006678,A4W0M7,3.6.4.12,3,6,4,12,2641,1662,0
AF_A9MY13,"(-3.5711, -3.8493, 1.2386)",95.65954415954415,95.60398709214772,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_A6UDP3,"(-5.4976, 1.5762, -7.2651)",96.85778125,96.87342105263158,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_B7NBL1,"(2.7996, 4.0215, 3.9157)",91.41458333333334,91.6047187141217,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_A1KLF8,"(-25.3453, -12.0602, 43.3123)",87.90184549356222,88.3006088664422,Q8G5Q7,5.2.1.8,5,2,1,8,3108,879,9
AF_Q9MS98,"(5.9674, -12.0428, -2.9023)",89.51497237569062,89.63204946996467,Q02140,2.2.1.6,2,2,1,6,1103,6835,40
AF_Q4QNM5,"(3.2986, -5.1789, 1.121)",86.63181372549019,86.63983008181246,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q6NSM8,"(-8.8149, 6.4444, 4.3457)",52.5044650379107,53.49481231639648,Q9Y2K2,2.7.11.1,2,7,11,1,1648,3839,1
AF_Q9P9L2,"(2.1159, -8.1695, 0.7288)",97.25279605263158,97.26949934697431,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_Q2N814,"(-3.5271, 3.709, -5.1359)",90.87921282798834,91.05644827586208,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_C4LB49,"(-0.4058, -9.1636, -0.2113)",87.69291764705883,87.61779970104635,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_Q9UBE8,"(0.4348, -4.4361, -10.8829)",75.36986717267551,76.68443334145746,A8XSC1,2.7.11.24,2,7,11,24,1663,5960,28
AF_A5CS06,"(0.3127, -5.9361, -2.5097)",88.85027855153203,89.60625416821044,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_C4LBN1,"(2.2571, 5.4944, 4.5124)",86.7894660194175,86.92625708884688,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_B3M383,"(22.2928, 3.2169, -16.7832)",84.1109867039888,84.34387721431052,B4JT42,3.6.4.13,3,6,4,13,2642,3549,6
AF_B9DFG3,"(3.6908, 6.7273, 14.1071)",73.81393680614859,73.90699065621308,B9DFG3,3.6.4.13,3,6,4,13,2642,9413,6
AF_A4JM71,"(-1.8991, 12.9681, 2.1239)",97.0584756097561,97.01703763658438,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_Q7WGB3,"(1.4096, -5.4498, -1.2033)",89.4873949579832,90.0313309090909,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_P0CS90,"(-4.9714, 7.4666, -7.3928)",87.144250764526,87.18941389728097,P22774,3.6.4.10,3,6,4,10,2640,1856,52
AF_Q9FG33,"(-25.4556, 2.9923, 4.9507)",83.03265337423313,83.13250779423227,O04534,2.7.11.1,2,7,11,1,1648,705,1
AF_B7VI00,"(8.162, 6.3967, -8.1228)",92.82961538461538,92.67589727722772,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_B5Z7P2,"(-14.1185, 12.678, 15.4661)",89.98748633879782,89.85501408450703,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q4A611,"(-7.3294, -1.0251, 5.1135)",96.8533910034602,96.9215776188473,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_F7A355,"(7.5065, 4.8726, -3.0155)",86.34508771929825,86.44538356538357,A8N339,2.1.1.228,2,1,1,228,989,2696,14
AF_A0KWL9,"(-8.2172, 2.6542, -6.781)",91.68230538922155,91.66648627754157,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_P29091,"(-14.6862, -2.2583, 9.6347)",97.49729166666668,97.48397782397782,P29091,3.2.1.21,3,2,1,21,2112,9416,12
AF_B0R0I6,"(6.8615, -10.6624, -4.4781)",55.462349661489455,56.95563139410596,Q06A37,3.6.4.12,3,6,4,12,2641,1650,0
AF_Q2UI87,"(12.1773, -1.1536, -17.9028)",94.80251141552512,94.89437898089172,Q0CVX4,3.2.1.22,3,2,1,22,2113,4605,44
AF_Q7V7Q3,"(-3.9554, 2.0668, -10.4339)",90.51639751552794,90.63957166392092,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q0CQK1,"(-6.0717, 5.5718, 9.9225)",79.0555632183908,79.56761271676301,Q6CCB0,2.7.11.22,2,7,11,22,1660,1410,35
AF_Q3KMU3,"(1.1352, 1.5078, 4.9467)",96.75425087108012,96.76342883548983,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q3KMU3,"(1.1352, 1.5078, 4.9467)",96.75425087108012,96.76342883548983,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A7NCA9,"(4.0558, 0.8819, 4.6521)",90.0466091954023,90.1860324483776,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_B2IGP4,"(39.1505, 16.1507, 4.0355)",91.821,91.91817556411668,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_P0A527,"(3.8114, 4.048, -7.394)",90.73835,90.92519736842104,Q7NEW1,3.4.21.92,3,4,21,92,2314,1767,11
AF_O07642,"(3.5826, 5.8414, -0.5314)",97.8335,97.88489682539684,P20620,1.18.6.1,1,18,6,1,536,3331,43
AF_Q9RW02,"(6.1002, 3.1949, 4.1051)",94.62501672240803,94.73673007246376,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q9RW02,"(6.1002, 3.1949, 4.1051)",94.62501672240803,94.73673007246376,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B2RUR8,"(-24.3487, -0.7805, -6.6552)",66.33289285714287,67.83570456303173,Q8TE49,3.4.19.12,3,4,19,12,2254,4205,24
AF_P0CR00,"(-6.4604, -8.2944, 2.7968)",80.48473140495868,81.16540401301519,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_P73141,"(-3.1144, 7.0379, 0.4067)",89.39405940594058,89.76641479607969,Q9PGX7,6.1.1.1,6,1,1,1,3234,1752,3
AF_Q6G2S8,"(-0.7696, -5.1638, -8.4643)",97.6017803030303,97.66393741242408,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_B2G818,"(1.1414, 3.6088, -11.3404)",94.38555555555556,94.6894992488733,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q3J049,"(0.6053, -3.614, -3.4676)",96.83067567567568,96.82400938967136,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q3J049,"(0.6053, -3.614, -3.4676)",96.83067567567568,96.82400938967136,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q8NS38,"(-2.7324, -6.4023, -6.9848)",97.43218045112782,97.49495786516854,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_Q5GRV1,"(-7.6466, 1.6777, -2.8429)",93.34412979351032,93.3077781983346,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_Q8H136,"(-8.2859, 8.5142, -1.9381)",77.16022617124395,78.01271563483736,A7TKR8,3.6.4.13,3,6,4,13,2642,730,6
AF_B2FPW9,"(-5.4815, 6.0937, -4.7675)",94.37880597014926,94.57458416235576,Q5QUZ5,3.2.1.52,3,2,1,52,2133,1512,45
AF_P40724,"(-12.3481, -2.0081, 8.3763)",87.4531855500821,87.51925099102858,O34748,3.6.4.12,3,6,4,12,2641,3693,0
AF_Q3Z8J9,"(-18.7953, -5.899, 22.6257)",88.69312500000001,88.81814732142857,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_P95331,"(-8.0657, 5.9686, 1.4025)",96.76409871244635,96.7948788828726,Q9HTD7,4.2.1.2,4,2,1,2,2870,876,31
AF_Q2L6W9,"(5.5419, 8.2645, 4.2189)",81.35699579831932,81.52205318332908,Q54IH8,2.7.11.1,2,7,11,1,1648,8334,1
AF_B2TX08,"(8.811, -2.0381, -3.1856)",93.03204946996466,93.04939198526026,Q57LS3,2.7.1.35,2,7,1,35,1608,1897,36
AF_P18431,"(-6.0955, 7.0575, 7.8996)",77.10171206225681,80.82619361646005,P18431,2.7.11.1,2,7,11,1,1648,2019,1
AF_B7HB48,"(-3.5187, 0.2769, -10.1469)",91.52066666666668,91.55062692071296,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q3J5E8,"(2.2434, 2.9172, -11.3778)",94.9133448275862,95.02305350553505,A1RXU2,2.4.2.28,2,4,2,28,1379,902,32
AF_Q6PA14,"(-10.7908, -0.541, 2.5627)",75.26538144329896,75.7919772844605,O61125,2.7.11.1,2,7,11,1,1648,1750,1
AF_Q2FHH4,"(-14.4974, -3.0149, 15.2916)",89.46805710306407,89.52247243129705,P63983,2.7.7.7,2,7,7,7,1763,2751,2
AF_Q8GYW0,"(-6.506, 7.2505, 3.7334)",79.45752136752135,80.63968090859925,Q8GYW0,3.4.19.12,3,4,19,12,2254,9423,24
AF_C3PME7,"(4.0709, 8.3874, -5.788)",96.1563247863248,96.17678513731828,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q8FN36,"(-12.398, -6.371, 5.7583)",91.33386934673364,92.01254000000002,Q7NEW1,3.4.21.92,3,4,21,92,2314,1767,11
AF_P51696,"(-2.1741, 2.1821, -4.2034)",96.25877192982456,96.3492025961984,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_P51696,"(-2.1741, 2.1821, -4.2034)",96.25877192982456,96.3492025961984,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q9NLA1,"(-12.5858, 0.4721, -5.9169)",74.98842105263157,75.20931322914373,Q9NLA1,2.7.11.1,2,7,11,1,1648,9424,1
AF_J4W0G2,"(10.1255, 10.5343, -9.0935)",66.56329032258064,67.62271323222485,A2QIL5,2.7.11.1,2,7,11,1,1648,1716,1
AF_Q4JDL3,"(-9.6424, 12.4392, -8.5823)",78.09290476190478,78.37529204578809,Q4JDL3,3.1.3.48,3,1,3,48,1978,5832,30
AF_C3KTD2,"(3.3092, -3.459, 3.0682)",91.30988304093567,91.1683914010378,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q5P2U7,"(2.68, 1.6269, 4.0715)",89.6228895184136,89.71999631947,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_A7F4L5,"(10.6409, -8.4551, 1.577)",66.98747815230962,67.50875384366402,P0CQ92,3.6.4.13,3,6,4,13,2642,3909,6
AF_O12990,"(1.8257, -2.6886, 21.9866)",83.63496097137902,83.97764396218307,P23458,2.7.10.2,2,7,10,2,1647,1649,39
AF_Q8LG98,"(-10.8811, 7.642, -5.8257)",84.93454248366014,85.72771357820884,Q8LG98,3.4.19.12,3,4,19,12,2254,5387,24
AF_Q5HT48,"(3.6971, -5.793, 0.6592)",91.77567164179104,91.46831045003816,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_A1JNY3,"(-5.7363, 1.1257, -1.2196)",95.01232954545456,94.77521257591998,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_A8H614,"(4.1654, 1.0847, -8.9141)",94.0612315270936,94.0859431524548,Q7NEW1,3.4.21.92,3,4,21,92,2314,1767,11
AF_O64639,"(-2.8732, -3.7588, -11.5713)",61.23118594436311,61.60806597549481,Q9SAH3,2.7.11.1,2,7,11,1,1648,9431,1
AF_A2QL72,"(-16.2477, 3.6695, 5.1922)",94.87581005586593,95.08608872901678,A1CBW8,3.2.1.22,3,2,1,22,2113,1727,44
AF_Q8EJQ5,"(1.3045, 2.6249, 8.7928)",86.89471526195899,87.08588523644751,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_B9KNX7,"(1.0668, 8.6331, -6.4368)",94.64024096385542,94.57016511867906,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_A1BBS1,"(1.7833, -8.9903, -3.0288)",94.56870860927152,94.80282428702851,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A1BBS1,"(1.7833, -8.9903, -3.0288)",94.56870860927152,94.80282428702851,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q5SMD7,"(-4.8161, 1.4373, 5.2971)",92.90684552845528,92.74190865283887,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_B1LD11,"(7.4419, -6.3396, 0.654)",91.29645833333332,91.51962877918102,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_A0JXT9,"(-12.8592, -7.303, 3.2508)",93.60295620437957,94.1602026390198,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q9CEF5,"(-25.2201, 0.129, -9.1641)",79.73961722488038,80.27054553084346,A0QNG1,2.7.11.1,2,7,11,1,1648,3159,1
AF_Q7NJE8,"(4.2082, 5.6571, -0.8558)",96.40710344827583,96.31566760037347,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q7NJE8,"(4.2082, 5.6571, -0.8558)",96.40710344827583,96.31566760037347,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A6ZP47,"(-2.9888, 12.1911, -1.5124)",76.31473509933774,77.0028274518294,A7TKR8,3.6.4.13,3,6,4,13,2642,730,6
AF_P57677,"(12.4236, 1.1495, -6.413)",93.629033530572,93.81140522078556,O57963,6.1.1.6,6,1,1,6,3256,822,15
AF_Q5RC67,"(-14.8716, 2.208, -5.3003)",77.52919512195122,77.2232142325443,A4RK80,3.6.4.13,3,6,4,13,2642,1845,6
AF_Q4L7K8,"(0.5668, 7.936, 4.4263)",93.72829608938548,93.5608580397628,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_Q1GTH6,"(-2.6819, -1.5216, -8.4213)",95.92559485530546,96.15208598726112,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_P0A1X6,"(3.2467, -5.9466, 2.0835)",97.9630303030303,97.9543637250122,P50614,3.4.11.18,3,4,11,18,2203,2212,41
AF_O13425,"(0.3424, 7.132, 0.8938)",94.63389452332656,94.61946614583331,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_B7HGP8,"(-27.2324, -3.9974, 29.2695)",89.49699402220324,89.68784706755753,B8I2Y3,3.6.4.12,3,6,4,12,2641,2438,0
AF_Q6A7E9,"(-19.5296, 5.4962, 1.6241)",89.3309433962264,90.16596226415096,Q7NEW1,3.4.21.92,3,4,21,92,2314,1767,11
AF_Q9MA15,"(-13.3921, -5.1973, 1.077)",79.08646976090013,79.8039329869199,Q8RWG1,2.7.11.1,2,7,11,1,1648,9437,1
AF_O50171,"(7.1074, 3.1775, 3.3091)",93.13871951219512,93.57710648148148,P24602,1.16.3.1,1,16,3,1,503,2141,23
AF_Q8ZEU6,"(-2.294, -1.2641, 13.0111)",86.44132352941176,87.11267479153304,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_C0R2N7,"(0.9735, -3.701, 3.8673)",96.33,96.39791760977818,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_C0R2N7,"(0.9735, -3.701, 3.8673)",96.33,96.39791760977818,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B4G437,"(-4.5827, 2.4044, -5.9123)",66.21993654822334,67.37362165731265,Q7QBW0,5.6.1.1,5,6,1,1,3223,2359,42
AF_A1W4U9,"(5.4337, -1.9425, -5.3097)",92.33101748807633,92.53690641430072,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q9FJ54,"(-3.8276, 10.7398, 2.3174)",80.44259681093394,80.88779790546279,Q2RBF0,2.7.11.1,2,7,11,1,1648,782,1
AF_Q6CUZ8,"(2.9021, 4.5365, 1.9319)",91.091,90.77680633147116,P32472,5.2.1.8,5,2,1,8,3108,154,9
AF_Q9RYB2,"(-2.1092, -1.412, 1.1789)",97.2113725490196,97.234528,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_O18209,"(-12.9329, 1.8021, -0.3972)",66.85116691285081,67.20748567202811,Q626B1,2.7.11.1,2,7,11,1,1648,8997,1
AF_Q5RD01,"(-14.3602, 8.2635, 6.3944)",72.17272151898733,72.25898278560248,O35831,2.7.11.22,2,7,11,22,1660,2534,35
AF_Q4WWD3,"(-1.4269, 7.9623, -0.0971)",81.63994082840237,81.9432005973121,P0CQ81,3.6.4.13,3,6,4,13,2642,2902,6
AF_Q10038,"(9.1535, 5.2538, -7.1484)",59.38922374429224,60.8224763057068,Q13202,3.1.3.48,3,1,3,48,1978,9249,30
AF_B2VEN3,"(-3.9835, 8.7661, 4.7655)",93.4143294117647,93.6167530901417,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_P48364,"(3.8235, 11.0141, -3.2077)",96.62759615384616,96.68439643652562,P83778,1.1.1.37,1,1,1,37,110,458,21
AF_Q5NGF3,"(-3.3656, 2.4638, 3.1094)",97.61567375886526,97.59978464419476,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q5NGF3,"(-3.3656, 2.4638, 3.1094)",97.61567375886526,97.59978464419476,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A5FRE5,"(9.5591, -0.7897, -6.1333)",95.03355,95.03811406351264,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q7WHE8,"(7.1726, 7.4365, -3.6899)",95.23609154929578,95.43915771379456,A9B4J6,1.13.11.11,1,13,11,11,254,378,19
AF_Q4ULM3,"(0.1022, 6.168, 1.4371)",95.23601374570448,95.28077975376198,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q4ULM3,"(0.1022, 6.168, 1.4371)",95.23601374570448,95.28077975376198,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q14NV1,"(0.7716, -3.9044, -2.6434)",95.96223776223776,95.83675,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q14NV1,"(0.7716, -3.9044, -2.6434)",95.96223776223776,95.83675,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q0TWJ7,"(-5.1194, 5.8197, 11.1545)",78.30841986455982,79.23315639269406,Q6CCB0,2.7.11.22,2,7,11,22,1660,1410,35
AF_B3DSL6,"(40.3863, 7.0725, 7.3397)",89.77854030501089,90.13976197304272,Q8G5Q7,5.2.1.8,5,2,1,8,3108,879,9
AF_Q12454,"(-7.0319, -5.999, -11.3985)",78.90508928571428,79.37292669584245,Q12454,3.1.3.48,3,1,3,48,1978,9445,30
AF_Q54IP4,"(20.3208, 4.1041, -5.1076)",82.01174578866768,82.51507976167595,Q54IP4,2.7.11.1,2,7,11,1,1648,9447,1
AF_Q6R3M4,"(-4.8058, 9.3856, -0.6509)",70.9589679218968,71.81054819061268,Q9VHV1,2.7.7.7,2,7,7,7,1763,4891,2
AF_Q1DMX8,"(-4.1602, 0.3618, 2.5702)",73.8926951219512,74.8007069752795,A4RK80,3.6.4.13,3,6,4,13,2642,1845,6
AF_O69294,"(-2.4456, 13.5828, 12.1323)",97.22185745140388,97.27383188079844,Q9HTD7,4.2.1.2,4,2,1,2,2870,876,31
AF_B1XGC7,"(-0.3923, -3.798, -4.4927)",96.29666666666668,96.28685465382851,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B1XGC7,"(-0.3923, -3.798, -4.4927)",96.29666666666668,96.28685465382851,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B2U3S3,"(-5.4745, 5.3224, -0.6688)",95.60313559322034,95.4689682256337,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_Q03MX8,"(3.4245, 4.6286, 6.2735)",89.29510204081635,89.73751968503937,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_B8CS19,"(-5.3498, 0.6131, 5.8962)",91.35644122383252,91.36023060796646,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q9FT69,"(-17.6845, 0.8279, 1.6289)",70.04022144522146,70.29894636855181,Q9FT69,3.6.4.12,3,6,4,12,2641,9450,0
AF_Q9C6G0,"(19.6025, 6.5967, -8.2208)",69.71626676076218,70.06660055391762,A3KMI0,3.6.4.13,3,6,4,13,2642,2296,6
AF_A2RCQ1,"(-4.6459, 3.5252, -0.4848)",94.2202197802198,94.23721157197632,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_Q8DMA9,"(11.7756, 0.3471, -9.0074)",94.71517786561265,94.969410430839,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_Q76NV1,"(4.5003, 5.626, -7.0714)",68.33898325358852,68.89728297467428,Q8WQL7,2.7.12.1,2,7,12,1,1670,2354,13
AF_Q0BEF5,"(13.565, -22.9969, -20.2452)",90.45033482142856,90.62786955283396,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_A6RSH5,"(-12.5285, -4.8377, 3.4299)",70.15638540478905,70.61516511180216,A4QX49,3.6.4.13,3,6,4,13,2642,3510,6
AF_P95296,"(-8.4297, 0.2642, -5.4044)",94.9531808278867,94.74893314763231,P11347,1.18.6.1,1,18,6,1,536,4257,43
AF_Q9NRM7,"(-0.9199, 9.0603, 5.7521)",56.25274816176472,57.226494565217386,Q9NRM7,2.7.11.1,2,7,11,1,1648,6192,1
AF_C3PAI1,"(-1.3774, 6.9399, 6.05)",96.78217948717948,96.82967289719626,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_C0LGE0,"(41.3865, 48.5325, -25.5054)",83.91818540433925,83.82352164066431,Q9ASQ6,2.7.11.1,2,7,11,1,1648,4405,1
AF_O93530,"(-16.6744, 4.8071, 4.4918)",68.26061281337047,68.54646228495808,Q14191,3.6.4.12,3,6,4,12,2641,6133,0
AF_Q6BZD9,"(6.5007, -3.255, -2.1367)",82.68845121951219,82.89418906674722,Q5AD67,3.6.4.12,3,6,4,12,2641,430,0
AF_Q5GVE4,"(-18.8998, 3.2785, -0.401)",94.67922558922558,95.2155919705039,A9B4J6,1.13.11.11,1,13,11,11,254,378,19
AF_B0UUA4,"(-3.8389, 1.0654, -10.2338)",91.84643435980551,91.963641521328,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q051U6,"(1.4295, 8.1405, 1.7161)",97.04705521472393,97.14159918200409,B6IZN7,1.1.1.37,1,1,1,37,110,721,21
AF_Q3Z8V6,"(-11.2235, 2.5141, -3.4034)",93.00737373737373,93.20161082474226,Q9PGX7,6.1.1.1,6,1,1,1,3234,1752,3
AF_Q2FZT5,"(-9.9815, -9.5498, 8.195)",86.65485620377979,86.77600622302519,A7Z368,3.6.4.12,3,6,4,12,2641,2418,0
AF_Q8IX18,"(-12.2503, -5.2195, -1.7471)",83.22111681643132,83.18845931167579,F4JRJ6,3.6.4.13,3,6,4,13,2642,1171,6
AF_A4W566,"(4.4027, -1.6172, -10.3126)",97.95429545454546,97.95369886363638,A1A0H0,5.3.1.5,5,3,1,5,3131,475,22
AF_Q49Y80,"(-1.8307, 9.8822, -2.2622)",87.5058,87.6742453436095,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
